Customer_ID,Transactions,Total_Quantity,Total_Sales,Total_Profit,Average_Transaction_Value,Customer_Name,Segment,Customer_Value_Segment
C00324,7,33,382489.69,78624.88,54641.38428571429,Nisha Reddy,SMB,Low Value
C00325,5,33,513128.88,98730.32,102625.776,Sneha Gupta,Enterprise,Low Value
C00326,9,48,1033229.6599999999,263211.94,114803.29555555555,Kavya Reddy,Enterprise,High Value
C00327,10,37,902576.58,267281.5,90257.658,Sneha Sharma,Enterprise,Medium Value
C00328,8,34,710401.4400000001,225661.85,88800.18000000001,Priya Nair,Enterprise,Medium Value
C00329,9,43,848443.81,214702.79,94271.53444444445,Manoj Rao,SMB,Medium Value
C00330,4,25,630942.1,178351.8,157735.525,Asha Rao,Retail,Medium Value
C00331,5,12,173255.30000000002,44862.61,34651.060000000005,Priya Kumar,Enterprise,Low Value
C00332,3,10,385164.37,137561.38,128388.12333333334,Sanjay Reddy,Corporate,Low Value
C00333,9,46,841136.27,178343.37,93459.58555555556,Sanjay Gupta,Corporate,Medium Value
C00334,7,38,833324.23,177145.24,119046.31857142856,Sneha Kumar,Retail,Medium Value
C00335,12,42,751963.59,164011.01,62663.6325,Nisha Singh,SMB,Medium Value
C00336,10,59,1285069.4,341324.73,128506.93999999999,Rahul Kumar,Enterprise,High Value
C00337,7,27,735667.55,160561.22,105095.3642857143,Vijay Sharma,Retail,Medium Value
C00338,2,8,31913.239999999998,9952.58,15956.619999999999,Divya Singh,Corporate,Low Value
C00339,7,32,436653.09,65805.59,62379.01285714286,Sneha Nair,Corporate,Low Value
C00340,9,42,1067039.37,324970.37,118559.93000000001,Manoj Das,Enterprise,High Value
C00341,3,13,248137.22000000003,27917.94,82712.40666666668,Rahul Sharma,Retail,Low Value
C00342,8,43,618129.53,156307.02,77266.19125,Asha Kumar,Corporate,Low Value
C00343,3,13,340288.3,74292.09999999999,113429.43333333333,Surya Patel,Corporate,Low Value
C00344,3,15,491074.05,192352.72,163691.35,Divya Das,SMB,Low Value
C00345,1,4,145994.52,26692.12,145994.52,Karthik Rao,Retail,Low Value
C00346,15,72,1300846.4200000002,363029.82999999996,86723.09466666667,Lakshmi Singh,Enterprise,High Value
C00347,1,3,58779.35,9565.45,58779.35,Asha Rao,Enterprise,Low Value
C00348,8,24,612817.48,186643.03999999998,76602.185,Divya Rao,SMB,Low Value
C00349,3,12,237280.52000000002,56045.53,79093.50666666667,Nisha Iyer,Enterprise,Low Value
C00350,4,20,568598.71,155791.18,142149.6775,Surya Gupta,Corporate,Low Value
C00351,10,47,573086.83,98965.79999999999,57308.683,Lakshmi Gupta,Corporate,Low Value
C00352,7,32,481796.04,67006.39,68828.00571428571,Kavya Singh,Enterprise,Low Value
C00353,3,20,306634.14,83690.69,102211.38,Kavya Sharma,SMB,Low Value
C00354,3,10,114709.66,30421.11,38236.55333333334,Pooja Gupta,Retail,Low Value
C00355,4,10,235662.08000000002,79483.07,58915.520000000004,Deepak Nair,Retail,Low Value
C00356,6,32,1067109.72,326037.01,177851.62,Deepak Rao,SMB,High Value
C00357,4,13,278351.74,84131.19,69587.935,Vijay Kumar,SMB,Low Value
C00358,5,26,672090.52,143918.99,134418.104,Ajay Nair,Corporate,Medium Value
C00359,6,30,710239.6299999999,151453.41999999998,118373.27166666665,Anitha Das,Corporate,Medium Value
C00360,3,15,380170.33999999997,110319.62,126723.44666666666,Anitha Reddy,Enterprise,Low Value
C00361,10,35,1044526.73,357922.67,104452.673,Rohit Kumar,SMB,High Value
C00362,7,28,718082.96,219754.19000000003,102583.28,Vijay Singh,Corporate,Medium Value
C00363,6,36,1170159.43,342126.66000000003,195026.57166666666,Sneha Gupta,Retail,High Value
C00364,13,66,934377.24,273784.12,71875.17230769231,Rohit Nair,Corporate,Medium Value
C00365,3,13,93768.93,20630.61,31256.309999999998,Surya Sharma,Retail,Low Value
C00366,3,17,667338.9299999999,243481.48,222446.30999999997,Nisha Sharma,Corporate,Medium Value
C00367,12,68,1359838.22,327147.27,113319.85166666667,Ajay Singh,SMB,High Value
C00368,6,27,376298.41000000003,59140.659999999996,62716.40166666667,Sanjay Reddy,Retail,Low Value
C00369,3,10,230617.04,82774.66,76872.34666666666,Rohit Rao,Retail,Low Value
C00370,10,56,1252372.13,399237.56000000006,125237.21299999999,Asha Das,Enterprise,High Value
C00371,2,9,238110.16,37290.69,119055.08,Nisha Sharma,Corporate,Low Value
C00372,3,18,428829.4,126959.85,142943.13333333333,Sanjay Sharma,SMB,Low Value
C00373,12,66,1570468.6,375601.76,130872.38333333335,Anitha Singh,Enterprise,High Value
C00374,2,7,226382.30000000002,76453.54000000001,113191.15000000001,Surya Gupta,Retail,Low Value
C00375,6,35,579811.23,131454.28999999998,96635.205,Pooja Kumar,SMB,Low Value
C00376,4,14,98102.5,14527.93,24525.625,Rahul Nair,SMB,Low Value
C00377,5,23,381243.54000000004,100777.85,76248.70800000001,Sanjay Kumar,Retail,Low Value
C00378,10,42,861200.8099999999,206428.3,86120.08099999999,Kavya Sharma,SMB,Medium Value
C00379,3,6,122565.01000000001,19489.64,40855.003333333334,Kavya Rao,Retail,Low Value
C00380,11,34,709699.13,154182.62,64518.10272727273,Sanjay Iyer,SMB,Medium Value
C00382,8,25,697922.4299999999,140145.91,87240.30374999999,Karthik Singh,Enterprise,Medium Value
C00383,3,13,78555.4,19764.0,26185.13333333333,Sanjay Das,Enterprise,Low Value
C00384,16,82,1519599.54,371304.41,94974.97125,Meena Patel,SMB,High Value
C00385,5,15,244790.4,70523.33,48958.08,Divya Nair,Retail,Low Value
C00386,5,32,744312.85,155821.02,148862.57,Lakshmi Kumar,Retail,Medium Value
C00387,10,58,1227230.15,234945.56,122723.01499999998,Pooja Das,Corporate,High Value
C00388,3,10,263645.65,115098.59000000001,87881.88333333335,Vijay Kumar,Enterprise,Low Value
C00389,4,16,102458.17,23571.34,25614.5425,Lakshmi Gupta,SMB,Low Value
C00390,6,29,742308.5800000001,137390.01,123718.09666666668,Nisha Sharma,Retail,Medium Value
C00391,6,34,584564.44,132001.33,97427.40666666666,Anitha Rao,Enterprise,Low Value
C00392,16,71,1570906.8900000001,374524.52,98181.68062500001,Sanjay Patel,Retail,High Value
C00393,5,25,672880.27,170181.56,134576.054,Rahul Sharma,Retail,Medium Value
C00394,13,50,1620268.3599999999,607143.89,124636.02769230769,Manoj Singh,Enterprise,High Value
C00395,7,18,412958.48,22342.63,58994.06857142857,Nisha Nair,Enterprise,Low Value
C00396,7,21,737500.1,194390.74,105357.15714285713,Arun Reddy,SMB,Medium Value
C00397,9,50,1234586.43,378478.47000000003,137176.27,Priya Nair,Enterprise,High Value
C00398,4,22,483476.9,81934.26,120869.225,Ajay Rao,Corporate,Low Value
C00399,13,51,1109672.78,248526.0,85359.44461538462,Karthik Reddy,Retail,High Value
C00400,2,8,45683.33,10930.82,22841.665,Sneha Gupta,Corporate,Low Value
C00401,6,29,610747.81,115384.25,101791.30166666668,Kavya Sharma,Corporate,Low Value
C00402,6,29,446812.24,100580.70999999999,74468.70666666667,Arun Iyer,SMB,Low Value
C00403,8,39,656800.1799999999,163988.0,82100.02249999999,Pooja Patel,Corporate,Medium Value
C00404,4,17,400660.41000000003,80725.36000000002,100165.10250000001,Arun Reddy,Corporate,Low Value
C00405,3,20,332340.20999999996,78855.48,110780.06999999999,Sanjay Patel,Enterprise,Low Value
C00406,5,22,451757.6699999999,141779.05,90351.53399999999,Asha Rao,Corporate,Low Value
C00407,6,25,458568.13999999996,133583.31,76428.02333333333,Surya Das,Retail,Low Value
C00408,7,37,1112487.1400000001,392978.16000000003,158926.7342857143,Kavya Kumar,Retail,High Value
C00409,12,60,834170.5900000001,199660.74000000002,69514.21583333334,Priya Gupta,Enterprise,Medium Value
C00410,9,44,1355715.06,448766.55,150635.00666666668,Anitha Kumar,SMB,High Value
C00411,14,67,1176914.42,246989.01,84065.31571428571,Anitha Das,Retail,High Value
C00412,8,43,1062418.01,267605.87,132802.25125,Anitha Singh,Enterprise,High Value
C00413,8,40,938867.05,183042.43,117358.38125,Rahul Rao,Retail,Medium Value
C00414,14,72,1556178.42,347327.02,111155.60142857142,Rohit Patel,Corporate,High Value
C00415,11,55,1080468.94,239065.22999999998,98224.44909090908,Pooja Kumar,Retail,High Value
C00416,12,46,581670.06,104134.55,48472.505000000005,Kavya Kumar,Retail,Low Value
C00417,10,41,821777.26,147939.04,82177.726,Surya Reddy,SMB,Medium Value
C00418,14,77,2007270.11,383150.91,143376.43642857144,Pooja Gupta,SMB,High Value
C00419,7,40,486699.25,93422.33,69528.46428571429,Rahul Reddy,Corporate,Low Value
C00421,8,38,1112623.43,209139.01,139077.92875,Sneha Iyer,Enterprise,High Value
C00422,3,10,225264.74,9811.5,75088.24666666666,Surya Gupta,Corporate,Low Value
C00423,2,5,17254.730000000003,4254.43,8627.365000000002,Deepak Sharma,Retail,Low Value
C00424,13,61,1362566.19,338921.72,104812.78384615385,Ajay Reddy,Enterprise,High Value
C00425,7,24,322824.69000000006,61544.63,46117.81285714287,Vijay Iyer,Retail,Low Value
C00426,4,17,476265.63,116509.87000000001,119066.4075,Asha Rao,SMB,Low Value
C00427,1,4,20160.9,8087.97,20160.9,Rohit Rao,Enterprise,Low Value
C00428,6,28,170515.82,28607.45,28419.303333333333,Vijay Gupta,Corporate,Low Value
C00429,8,35,1055332.57,383035.58,131916.57125,Vijay Singh,Corporate,High Value
C00430,8,36,821840.64,223808.26,102730.08,Deepak Sharma,Corporate,Medium Value
C00431,12,43,928992.83,164752.44,77416.06916666667,Rahul Reddy,Enterprise,Medium Value
C00432,4,22,299003.79000000004,50479.68,74750.94750000001,Rahul Nair,Retail,Low Value
C00433,2,7,43768.2,15608.740000000002,21884.1,Priya Nair,SMB,Low Value
C00434,15,59,1425884.95,477639.07,95058.99666666666,Pooja Iyer,Corporate,High Value
C00436,7,30,995511.99,279338.65,142215.99857142856,Divya Nair,Corporate,High Value
C00437,8,37,606890.75,115382.78,75861.34375,Rohit Sharma,Corporate,Low Value
C00438,3,14,426220.86,137990.03,142073.62,Deepak Iyer,Corporate,Low Value
C00439,10,47,884355.09,187681.07,88435.50899999999,Deepak Sharma,Retail,Medium Value
C00440,3,21,685686.47,217054.6,228562.15666666665,Vijay Rao,Retail,Medium Value
C00441,1,6,218729.84,42059.95,218729.84,Arun Das,Enterprise,Low Value
C00442,5,17,242105.44,57829.469999999994,48421.088,Ajay Iyer,Retail,Low Value
C00443,13,38,706624.36,212992.46,54355.72,Rohit Das,Corporate,Medium Value
C00444,10,35,781744.69,200455.26,78174.469,Asha Kumar,Retail,Medium Value
C00445,11,50,942427.52,208477.1,85675.2290909091,Deepak Sharma,Enterprise,High Value
C00446,9,31,810695.29,187112.84999999998,90077.25444444445,Nisha Das,Corporate,Medium Value
C00447,10,48,1027473.3500000001,248560.35,102747.335,Asha Patel,SMB,High Value
C00448,4,21,301450.72,88421.98,75362.68,Anitha Kumar,SMB,Low Value
C00449,8,38,664879.53,160772.67,83109.94125,Asha Iyer,Retail,Medium Value
C00450,6,23,478200.3,92266.07999999999,79700.05,Deepak Reddy,SMB,Low Value
C00451,11,46,874695.49,230888.7,79517.77181818182,Sneha Gupta,Retail,Medium Value
C00452,4,19,373134.83,56188.7,93283.7075,Nisha Sharma,Enterprise,Low Value
C00453,9,37,1042624.54,339672.17,115847.17111111112,Rahul Patel,Retail,High Value
C00454,14,53,1398051.43,445764.26,99860.81642857143,Kavya Das,Enterprise,High Value
C00455,8,31,813652.43,193926.76,101706.55375,Surya Gupta,Enterprise,Medium Value
C00456,13,58,1526744.61,471659.9,117441.89307692308,Sanjay Patel,SMB,High Value
C00457,4,23,296155.27999999997,34287.82,74038.81999999999,Rahul Nair,Corporate,Low Value
C00458,7,31,748398.88,185490.91,106914.12571428572,Asha Sharma,SMB,Medium Value
C00459,4,13,139046.73,12231.56,34761.6825,Asha Patel,Enterprise,Low Value
C00460,8,36,572823.24,149894.80000000002,71602.905,Deepak Kumar,Corporate,Low Value
C00461,10,43,958091.3300000001,233130.38,95809.133,Asha Iyer,Corporate,High Value
C00462,2,9,189512.97999999998,30994.18,94756.48999999999,Meena Gupta,Enterprise,Low Value
C00463,5,23,268367.46,49730.7,53673.492000000006,Deepak Kumar,SMB,Low Value
C00464,8,44,980976.44,295956.61,122622.055,Manoj Reddy,SMB,High Value
C00465,13,61,1397420.17,421187.45999999996,107493.85923076923,Karthik Patel,Corporate,High Value
C00466,8,44,1056793.17,288295.86,132099.14625,Karthik Patel,Enterprise,High Value
C00467,7,42,581641.88,119929.82,83091.69714285714,Sanjay Sharma,Enterprise,Low Value
C00468,6,25,702666.72,174258.84,117111.12,Rohit Rao,Enterprise,Medium Value
C00469,8,52,1088796.94,194955.94,136099.6175,Rohit Patel,Corporate,High Value
C00470,4,15,264730.1,95357.51000000001,66182.525,Lakshmi Kumar,SMB,Low Value
C00471,6,32,1110171.34,364082.77,185028.55666666667,Vijay Reddy,SMB,High Value
C00472,9,42,681692.49,145128.44,75743.61,Sanjay Sharma,Corporate,Medium Value
C00473,8,38,998332.71,336041.7,124791.58875,Pooja Kumar,SMB,High Value
C00474,10,50,1206798.3599999999,379440.94999999995,120679.83599999998,Surya Reddy,Retail,High Value
C00475,11,43,971198.0700000001,257109.63999999998,88290.73363636364,Lakshmi Gupta,Retail,High Value
C00476,6,37,945786.0,274870.23,157631.0,Manoj Gupta,Corporate,High Value
C00477,1,4,132380.56,41289.1,132380.56,Lakshmi Reddy,SMB,Low Value
C00478,4,10,131855.09999999998,27815.510000000002,32963.774999999994,Manoj Gupta,Retail,Low Value
C00479,9,50,1319823.42,365064.96,146647.04666666666,Arun Patel,Corporate,High Value
C00480,5,18,401419.80000000005,90792.59,80283.96,Lakshmi Gupta,Retail,Low Value
C00481,4,17,706043.16,289881.31000000006,176510.79,Rahul Gupta,Retail,Medium Value
C00482,2,10,326298.54,91467.54999999999,163149.27,Anitha Kumar,Corporate,Low Value
C00483,4,22,171449.89,11348.1,42862.4725,Surya Gupta,Retail,Low Value
C00484,8,33,692985.35,167611.21,86623.16875,Priya Singh,Corporate,Medium Value
C00485,9,38,483048.27,106589.65,53672.03,Deepak Kumar,Corporate,Low Value
C00486,9,40,938256.22,161378.88,104250.69111111111,Divya Reddy,Corporate,Medium Value
C00487,4,19,510207.8,153116.78,127551.95,Surya Nair,Enterprise,Low Value
C00488,10,46,801237.8,159974.8,80123.78,Asha Iyer,Corporate,Medium Value
C00489,7,29,709445.27,114533.42,101349.32428571429,Surya Nair,Corporate,Medium Value
C00490,3,11,171170.71000000002,52238.259999999995,57056.90333333334,Sneha Sharma,SMB,Low Value
C00491,11,38,725000.82,191815.15,65909.16545454545,Sneha Rao,Retail,Medium Value
C00492,1,1,29241.65,5517.75,29241.65,Priya Sharma,Enterprise,Low Value
C00493,6,19,476404.73000000004,76437.76,79400.78833333334,Rohit Rao,Enterprise,Low Value
C00494,5,28,642245.26,93893.86,128449.052,Manoj Kumar,SMB,Medium Value
C00495,2,9,235999.5,21541.93,117999.75,Lakshmi Iyer,SMB,Low Value
C00496,4,22,769706.81,225551.38999999998,192426.7025,Arun Reddy,Retail,Medium Value
C00497,3,17,419280.16,158681.5,139760.05333333332,Rohit Gupta,SMB,Low Value
C00498,1,5,45604.95,3397.42,45604.95,Asha Gupta,Enterprise,Low Value
C00499,2,9,319992.88,115550.31,159996.44,Manoj Rao,Retail,Low Value
C00500,7,34,911961.54,250402.35,130280.22,Asha Sharma,Enterprise,Medium Value
C00501,15,67,1683926.16,523726.26,112261.74399999999,Manoj Rao,Corporate,High Value
C00503,16,66,1627218.06,315314.39999999997,101701.12875,Meena Nair,Corporate,High Value
C00504,7,35,870708.28,195074.74,124386.89714285715,Nisha Sharma,Corporate,Medium Value
C00505,3,15,224521.46000000002,28818.820000000003,74840.48666666668,Kavya Nair,Enterprise,Low Value
C00506,4,15,352719.4,72910.77,88179.85,Kavya Patel,SMB,Low Value
C00507,9,30,868809.9600000001,288748.97000000003,96534.44,Vijay Patel,Enterprise,Medium Value
C00508,14,68,1529411.61,333406.4,109243.68642857144,Kavya Gupta,Retail,High Value
C00509,4,18,604190.34,241892.71,151047.585,Lakshmi Nair,Corporate,Low Value
C00510,3,4,117790.93,44847.04,39263.64333333333,Deepak Singh,Corporate,Low Value
C00511,8,27,410582.86,66298.44,51322.8575,Kavya Iyer,Retail,Low Value
C00512,9,46,850726.93,261137.87,94525.21444444446,Divya Iyer,Corporate,Medium Value
C00513,7,29,671800.87,180149.26,95971.55285714286,Rohit Gupta,Retail,Medium Value
C00514,4,16,267100.81,71518.28,66775.2025,Meena Singh,Corporate,Low Value
C00515,4,12,213019.57,69777.2,53254.8925,Kavya Rao,SMB,Low Value
C00516,6,20,386353.0,89025.19,64392.166666666664,Ajay Das,SMB,Low Value
C00517,5,28,481329.19,107633.86,96265.838,Meena Iyer,Corporate,Low Value
C00518,8,36,972355.21,262471.24,121544.40125,Kavya Kumar,SMB,High Value
C00519,2,10,299721.3,74342.85,149860.65,Kavya Singh,Enterprise,Low Value
C00521,1,4,170005.04,34249.99,170005.04,Sanjay Singh,Enterprise,Low Value
C00522,2,10,24897.48,1099.9499999999998,12448.74,Pooja Sharma,Enterprise,Low Value
C00523,5,27,669474.26,150312.56,133894.852,Nisha Nair,Enterprise,Medium Value
C00524,3,14,378411.69,91378.5,126137.23,Rohit Gupta,Enterprise,Low Value
C00525,4,13,149126.7,7470.62,37281.675,Pooja Gupta,Corporate,Low Value
C00526,3,23,569840.96,171008.98,189946.98666666666,Meena Nair,Enterprise,Low Value
C00527,2,15,182169.24000000002,-8503.76,91084.62000000001,Ajay Das,Enterprise,Low Value
C00528,5,24,524575.92,143105.08000000002,104915.18400000001,Sneha Kumar,SMB,Low Value
C00529,1,6,224937.05,21304.47,224937.05,Sneha Rao,Retail,Low Value
C00530,4,20,604567.39,195088.37,151141.8475,Arun Rao,Retail,Low Value
C00531,4,11,232043.64,20437.93,58010.91,Nisha Patel,SMB,Low Value
C00532,12,51,842123.58,252018.0,70176.965,Deepak Reddy,Retail,Medium Value
C00533,3,14,245074.32,75569.41,81691.44,Manoj Iyer,Enterprise,Low Value
C00534,4,25,515880.38,102568.34,128970.095,Surya Gupta,Corporate,Low Value
C00535,13,51,1560505.75,485503.94999999995,120038.90384615384,Anitha Das,SMB,High Value
C00536,20,86,1941181.75,559943.74,97059.0875,Pooja Singh,SMB,High Value
C00537,10,59,791765.64,231299.07,79176.564,Anitha Singh,Corporate,Medium Value
C00538,4,22,340174.77999999997,111116.43000000001,85043.69499999999,Arun Rao,Enterprise,Low Value
C00539,6,26,677903.9,196924.47999999998,112983.98333333334,Vijay Rao,Corporate,Medium Value
C00540,6,24,558834.77,134296.07,93139.12833333334,Meena Singh,Retail,Low Value
C00541,2,9,230551.52,77789.51,115275.76,Nisha Iyer,Enterprise,Low Value
C00542,3,6,166706.78,61832.93,55568.926666666666,Nisha Sharma,Corporate,Low Value
C00543,3,19,687091.22,213131.45,229030.40666666665,Vijay Nair,Retail,Medium Value
C00544,8,32,734274.33,226027.07,91784.29125,Nisha Singh,SMB,Medium Value
C00545,3,17,504106.37,137668.47999999998,168035.45666666667,Rahul Kumar,Corporate,Low Value
C00546,7,31,699824.9500000001,179847.02000000002,99974.99285714286,Anitha Das,Retail,Medium Value
C00547,7,33,825521.86,256155.39,117931.69428571429,Rohit Sharma,Corporate,Medium Value
C00548,5,23,242750.56,52952.5,48550.112,Divya Patel,Corporate,Low Value
C00549,8,47,1082277.31,276219.42000000004,135284.66375,Manoj Sharma,SMB,High Value
C00550,4,22,571842.09,127685.35,142960.5225,Karthik Iyer,Retail,Low Value
C00551,5,29,878225.27,309333.91000000003,175645.054,Karthik Patel,Retail,Medium Value
C00552,6,22,406153.95,111925.72,67692.325,Sneha Singh,Retail,Low Value
C00553,3,21,596007.38,206994.33000000002,198669.12666666668,Surya Das,SMB,Low Value
C00554,6,19,282250.20999999996,94940.49,47041.70166666666,Kavya Sharma,Enterprise,Low Value
C00555,15,70,1287504.33,321479.22000000003,85833.622,Rahul Iyer,Retail,High Value
C00556,7,29,473334.05,106577.12,67619.15,Manoj Patel,Retail,Low Value
C00557,4,22,618065.9299999999,165040.8,154516.48249999998,Karthik Das,Corporate,Low Value
C00558,5,31,669298.46,115892.6,133859.69199999998,Asha Nair,Enterprise,Medium Value
C00559,6,24,680920.28,164710.08,113486.71333333333,Priya Iyer,SMB,Medium Value
C00560,11,49,1041656.48,163871.36,94696.04363636364,Manoj Kumar,Corporate,High Value
C00561,6,28,622574.14,189732.63999999998,103762.35666666667,Lakshmi Patel,Enterprise,Low Value
C00562,2,8,45733.84,13947.970000000001,22866.92,Asha Reddy,Enterprise,Low Value
C00563,7,32,685222.75,134708.5,97888.96428571429,Deepak Sharma,Retail,Medium Value
C00564,11,59,1593418.51,479588.37,144856.22818181818,Divya Das,SMB,High Value
C00565,8,46,926303.63,202778.97,115787.95375,Karthik Nair,SMB,Medium Value
C00566,5,24,507304.58999999997,173732.75,101460.91799999999,Kavya Sharma,Corporate,Low Value
C00567,12,61,1566722.48,343091.98,130560.20666666667,Anitha Kumar,Enterprise,High Value
C00568,8,39,1049755.0,343601.69,131219.375,Vijay Iyer,Retail,High Value
C00569,8,32,905044.19,203597.72999999998,113130.52375,Vijay Patel,SMB,Medium Value
C00570,2,14,585783.85,204952.22999999998,292891.925,Divya Gupta,Enterprise,Low Value
C00571,13,47,1053658.92,336583.57,81050.68615384615,Sneha Iyer,Corporate,High Value
C00572,10,33,735396.0,155424.53,73539.6,Anitha Nair,Enterprise,Medium Value
C00573,5,18,499693.83999999997,131336.33,99938.768,Lakshmi Patel,SMB,Low Value
C00574,12,70,1919789.49,467837.3,159982.4575,Manoj Rao,Retail,High Value
C00575,20,92,2056157.25,630399.67,102807.8625,Deepak Reddy,Enterprise,High Value
C00576,12,49,1116535.77,264322.55,93044.6475,Arun Singh,SMB,High Value
C00577,2,11,252513.08000000002,91145.38,126256.54000000001,Rahul Singh,Enterprise,Low Value
C00578,8,30,767359.32,45761.31,95919.915,Nisha Sharma,Corporate,Medium Value
C00579,7,37,1140594.54,342865.66000000003,162942.07714285716,Sneha Das,Retail,High Value
C00580,4,21,363543.16,115696.56999999999,90885.79,Priya Kumar,Enterprise,Low Value
C00581,7,38,832934.54,237720.03,118990.64857142858,Meena Gupta,Retail,Medium Value
C00582,10,50,1297876.73,393337.86,129787.673,Deepak Kumar,Enterprise,High Value
C00583,6,27,691433.26,183701.16,115238.87666666666,Rahul Kumar,Corporate,Medium Value
C00584,3,16,248274.08000000002,87129.54000000001,82758.02666666667,Nisha Rao,SMB,Low Value
C00585,7,34,641142.27,162843.75,91591.75285714286,Asha Rao,Enterprise,Medium Value
C00586,10,45,1079892.07,305450.95,107989.20700000001,Kavya Iyer,SMB,High Value
C00587,11,45,1127239.65,286979.29000000004,102476.3318181818,Meena Sharma,Enterprise,High Value
C00588,6,20,200042.16,46659.369999999995,33340.36,Divya Rao,Corporate,Low Value
C00589,12,49,1337178.98,325797.73,111431.58166666667,Lakshmi Kumar,Enterprise,High Value
C00590,6,31,707246.2000000001,144724.55000000002,117874.36666666668,Manoj Kumar,SMB,Medium Value
C00591,3,20,464100.01999999996,184545.35,154700.00666666665,Divya Kumar,SMB,Low Value
C00592,4,18,499934.37,100684.15000000001,124983.5925,Sanjay Sharma,Enterprise,Low Value
C00593,1,3,140624.85,57144.42,140624.85,Asha Patel,SMB,Low Value
C00594,4,22,303256.02,47375.22,75814.005,Lakshmi Reddy,Retail,Low Value
C00595,4,17,401123.13,100811.45,100280.7825,Karthik Singh,SMB,Low Value
C00596,6,25,661677.91,239175.27000000002,110279.65166666667,Arun Sharma,Corporate,Medium Value
C00598,8,33,791569.64,224142.17,98946.205,Lakshmi Iyer,Retail,Medium Value
C00599,5,22,621001.52,109953.76999999999,124200.304,Karthik Patel,Enterprise,Low Value
C00600,7,35,998016.84,231816.59999999998,142573.83428571429,Anitha Nair,Enterprise,High Value
